"subject";"timestamp";"block";"trial";"stimulusfile"
1;1663842963.62;1;1;book1-part9_ch2.png
1;1663842973.9;1;2;book1-part1_ch2.png
1;1663842983.8;1;3;book1-part2_ch4.png
1;1663842993.69;1;4;book1-part5_ch3.png
1;1663843014.0;1;5;book1-part7_ch3.png
1;1663843099.83;1;6;book1-part10_ch1.png
